project,file,line,rule,verdict,reason,provenance,confidence
lua,lvm.c,1578,DCL00-C,FP,const advisory; modifying const local is intentional style in VM macros,precision_audit,high
lua,lvm.c,1586,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1592,EXP30-C,FP,Arguments are independent TValue reads from separate stack slots; no sequencing issue,precision_audit,high
lua,lvm.c,1595,EXP30-C,FP,Arguments are independent TValue reads from separate stack slots; no sequencing issue,precision_audit,high
lua,lvm.c,1601,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1606,EXP30-C,FP,Arguments are independent TValue reads from separate stack slots; no sequencing issue,precision_audit,high
lua,lvm.c,1612,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1621,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1626,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1634,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1640,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1646,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1650,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1658,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1662,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1666,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1674,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1681,EXP30-C,FP,Arguments are independent TValue reads from separate stack slots; no sequencing issue,precision_audit,high
lua,lvm.c,1687,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1691,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1695,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1699,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1703,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1709,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1720,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1733,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1733,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1737,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1760,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1760,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1763,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1783,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1783,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1785,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1800,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1800,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1802,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1828,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1828,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1831,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1838,EXP30-C,FP,Arguments are independent TValue reads from separate stack slots; no sequencing issue,precision_audit,high
lua,lvm.c,1849,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1856,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1873,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1873,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1875,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1886,EXP43-C,FP,setobjs2s copies between ra+3 and ra (non-overlapping distinct stack slots),precision_audit,high
lua,lvm.c,1892,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1892,MEM31-C,FP,luaH_new returns GC-managed object; free() would be wrong; GC handles reclaim,precision_audit,high
lua,lvm.c,1894,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1901,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1905,DCL00-C,FP,const advisory; modifying const local is intentional style in VM macros,precision_audit,high
lua,lvm.c,1929,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1936,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1943,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1949,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1955,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lvm.c,1964,MSC37-C,FP,Infinite dispatch loop; case labels never fall through to function end,precision_audit,high
lua,lcode.c,35,PRE00-C,FP,"hasjumps macro args are always simple pointer variables, never side-effecting expressions",precision_audit,high
lua,lcode.c,35,PRE12-C,FP,hasjumps args are always simple variables; no multiple-evaluation risk at any call site,precision_audit,high
lua,lcode.c,43,API00-C,FP,internal compiler API; ls/fmt are never NULL; l_noret function; not public API,precision_audit,high
lua,lcode.c,43,API00-C,FP,internal compiler API; ls/fmt are never NULL; l_noret function; not public API,precision_audit,high
lua,lcode.c,43,MSC37-C,FP,luaK_semerror is declared l_noret (__attribute__((noreturn))); control never reaches end,precision_audit,high
lua,lcode.c,46,EXP33-C,FP,argp is initialized by va_start inside pushvfstring macro before use; not uninitialized,precision_audit,high
lua,lcode.c,75,DCL13-C,FP,advisory const-param on internal struct; not a defect a reviewer would mandate changing,precision_audit,high
lua,lcode.c,85,API00-C,FP,internal compiler API; fs/v are never NULL; not public API,precision_audit,high
lua,lcode.c,85,API00-C,FP,internal compiler API; fs/v are never NULL; not public API,precision_audit,high
lua,lcode.c,117,DCL13-C,FP,advisory const-param on internal struct; not a mandatory fix,precision_audit,high
lua,lcode.c,132,API00-C,FP,internal compiler API; fs/n are never NULL/invalid at call sites,precision_audit,high
lua,lcode.c,132,API00-C,FP,internal compiler API; integer parameter overflow advisory only; not a defect,precision_audit,high
lua,lcode.c,135,EXP34-C,FP,"previousinstruction returns pointer to static or heap data, never NULL",precision_audit,high
lua,lcode.c,143,ARR36-C,FP,"pfrom and pl are integers (register indices), not pointers; no pointer subtraction",precision_audit,high
lua,lcode.c,155,DCL13-C,FP,advisory const-param on internal struct; not a mandatory fix,precision_audit,high
lua,lcode.c,156,ARR00-C,FP,pc is an internal PC index controlled by jump-list traversal; not untrusted input,precision_audit,high
lua,lcode.c,156,ARR30-C,FP,pc is an internal PC index controlled by jump-list traversal; not untrusted input,precision_audit,high
lua,lcode.c,160,ARR37-C,FP,fs->f->code is an array; offset arithmetic is valid pointer arithmetic on it,precision_audit,high
lua,lcode.c,168,DCL13-C,FP,advisory const-param on internal struct; not a mandatory fix,precision_audit,high
lua,lcode.c,169,ARR00-C,FP,pc is an internal PC index; not untrusted-input-driven,precision_audit,high
lua,lcode.c,169,ARR30-C,FP,pc is an internal PC index; not untrusted-input-driven,precision_audit,high
lua,lcode.c,170,ARR37-C,FP,fs->f->code is an array; pointer arithmetic valid,precision_audit,high
lua,lcode.c,182,API00-C,FP,internal compiler API; l1 is never NULL at call sites,precision_audit,high
lua,lcode.c,200,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,208,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,208,API00-C,FP,internal compiler API; integer param advisory; not a real defect,precision_audit,high
lua,lcode.c,234,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,245,DCL13-C,FP,advisory const-param on internal struct; not a mandatory fix,precision_audit,high
lua,lcode.c,246,DCL00-C,FP,pi is a local pointer used as a return value; const advisory only,precision_audit,high
lua,lcode.c,250,DCL30-C,FP,pi points into heap (fs->f->code array) or static invalidinstruction; not a dangling local,precision_audit,high
lua,lcode.c,263,EXP34-C,FP,getjumpcontrol returns pointer into code array or to static variable; never NULL,precision_audit,high
lua,lcode.c,270,EXP30-C,FP,GETARG_B(*i) and GETARG_k(*i) are pure reads; assignment to *i is after all argument evaluation,precision_audit,high
lua,lcode.c,308,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,314,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,384,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,399,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,402,INT13-C,FP,"k is constrained to {0,1}; (k & ~1)==0 is a bounds assertion, not a defect",precision_audit,high
lua,lcode.c,407,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,410,INT13-C,FP,"k is constrained to {0,1}; bitwise check is intentional and safe",precision_audit,high
lua,lcode.c,418,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,442,INT13-C,FP,"k is constrained to {0,1}; bitwise check is intentional and safe",precision_audit,high
lua,lcode.c,476,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,476,API00-C,FP,internal compiler API; integer param advisory only,precision_audit,high
lua,lcode.c,488,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,488,API00-C,FP,internal compiler API; integer param advisory only,precision_audit,high
lua,lcode.c,525,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,535,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,535,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,702,EXP33-C,FP,fi is set by luaV_flttointeger only when it returns true; read only in that path,precision_audit,high
lua,lcode.c,715,API00-C,FP,internal compiler API; fs/var are never NULL at call sites,precision_audit,high
lua,lcode.c,715,API00-C,FP,internal compiler API; fs/var are never NULL at call sites,precision_audit,high
lua,lcode.c,715,API00-C,FP,internal compiler API; integer param advisory only,precision_audit,high
lua,lcode.c,757,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,757,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,757,API00-C,FP,internal compiler API; integer param advisory only,precision_audit,high
lua,lcode.c,792,API00-C,FP,internal compiler API; e is never NULL at call sites,precision_audit,high
lua,lcode.c,808,API00-C,FP,internal compiler API; fs/var are never NULL at call sites,precision_audit,high
lua,lcode.c,808,API00-C,FP,internal compiler API; fs/var are never NULL at call sites,precision_audit,high
lua,lcode.c,808,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,819,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,819,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,846,MEM30-C,FP,"e->u.ind.t is a lu_byte register index (integer); freereg releases a slot, not heap memory",precision_audit,high
lua,lcode.c,851,MEM30-C,FP,"freereg/freeregs release register slots, not heap pointers; no double-free",precision_audit,high
lua,lcode.c,852,MEM30-C,FP,e->u.ind.t is a register index integer; sqc misidentifies slot-release as heap-free,precision_audit,high
lua,lcode.c,858,MEM30-C,FP,e->u.ind.t is an integer register index; no heap free involved,precision_audit,high
lua,lcode.c,858,MEM30-C,FP,e->u.ind.idx is a short register index; no heap free involved,precision_audit,high
lua,lcode.c,863,MEM30-C,FP,"freeregs releases register slots; e->u.ind.idx is an integer, not a heap pointer",precision_audit,high
lua,lcode.c,864,MEM30-C,FP,e->u.ind.t/idx are integer register indices; no heap free occurs,precision_audit,high
lua,lcode.c,864,MEM30-C,FP,e->u.ind.idx is a short integer register index; no heap free occurs,precision_audit,high
lua,lcode.c,999,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,999,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1003,MEM30-C,FP,"freeexp releases a register slot; 'e' is stack-allocated expdesc, not heap-freed",precision_audit,high
lua,lcode.c,1011,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1011,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1043,API00-C,FP,internal compiler API; e is never NULL at call sites,precision_audit,high
lua,lcode.c,1105,API00-C,FP,internal compiler API; fs/var/ex are never NULL at call sites,precision_audit,high
lua,lcode.c,1105,API00-C,FP,internal compiler API; fs/var/ex are never NULL at call sites,precision_audit,high
lua,lcode.c,1105,API00-C,FP,internal compiler API; fs/var/ex are never NULL at call sites,precision_audit,high
lua,lcode.c,1105,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,1109,MEM30-C,FP,freeexp releases a register slot; 'ex' is not heap-allocated; no heap-free occurs,precision_audit,high
lua,lcode.c,1113,DCL00-C,FP,advisory const-qualifying local; not a defect,precision_audit,high
lua,lcode.c,1113,MEM30-C,FP,"freeexp releases register slots, not heap; 'ex' expdesc is stack-allocated",precision_audit,high
lua,lcode.c,1118,MEM30-C,FP,codeABRK calls freeexp/freeregs; no heap free; ex is not a heap pointer,precision_audit,high
lua,lcode.c,1122,MEM30-C,FP,codeABRK calls freeexp/freeregs; no heap free; ex is not a heap pointer,precision_audit,high
lua,lcode.c,1126,MEM30-C,FP,codeABRK calls freeexp/freeregs; no heap free; ex is not a heap pointer,precision_audit,high
lua,lcode.c,1134,MEM30-C,FP,codeABRK calls freeexp/freeregs; no heap free; ex is not a heap pointer,precision_audit,high
lua,lcode.c,1139,MEM30-C,FP,freeexp releases a register slot index; no heap free; no double-free,precision_audit,high
lua,lcode.c,1146,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,1148,EXP34-C,FP,getjumpcontrol returns pointer into code array or static variable; never NULL,precision_audit,high
lua,lcode.c,1171,MEM30-C,FP,discharge2anyreg/freeexp release register slots; 'e' is stack-allocated expdesc,precision_audit,high
lua,lcode.c,1171,MEM30-C,FP,e->u.info is an integer register number; reading it after freeexp is valid,precision_audit,high
lua,lcode.c,1171,MEM30-C,FP,e->u.info is an integer register number; reading it after freeexp is valid,precision_audit,high
lua,lcode.c,1178,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1178,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1249,MEM30-C,FP,discharge2anyreg/freeexp release register slots; 'e' is stack-allocated expdesc,precision_audit,high
lua,lcode.c,1249,MEM30-C,FP,freeexp releases a register slot; 'e' pointer is still valid stack memory,precision_audit,high
lua,lcode.c,1249,MEM30-C,FP,e->u.info is integer register index; valid to read after freeexp,precision_audit,high
lua,lcode.c,1249,MEM30-C,FP,e->u.info is integer register index; valid to read after freeexp,precision_audit,high
lua,lcode.c,1256,MEM30-C,FP,e->f and e->t are integer jump-list indices in the expdesc struct; no heap free,precision_audit,high
lua,lcode.c,1256,MEM30-C,FP,e->f and e->t are integer fields; no heap free involved,precision_audit,high
lua,lcode.c,1257,MEM30-C,FP,freeexp releases register slots; 'e' is stack-allocated; no heap-free,precision_audit,high
lua,lcode.c,1257,MEM30-C,FP,e->f is an integer jump-list index; valid to read after register-slot free,precision_audit,high
lua,lcode.c,1258,MEM30-C,FP,freeexp releases register slots; 'e' is stack-allocated; no heap-free,precision_audit,high
lua,lcode.c,1258,MEM30-C,FP,e->t is an integer jump-list index; valid to read after register-slot free,precision_audit,high
lua,lcode.c,1321,API00-C,FP,internal compiler API; fs/e/key are never NULL at call sites,precision_audit,high
lua,lcode.c,1321,API00-C,FP,internal compiler API; fs/e/key are never NULL at call sites,precision_audit,high
lua,lcode.c,1321,API00-C,FP,internal compiler API; fs/e/key are never NULL at call sites,precision_audit,high
lua,lcode.c,1326,MEM30-C,FP,freeexp releases a register slot; e->u.info is set next line; 'e' is still valid,precision_audit,high
lua,lcode.c,1357,API00-C,FP,internal compiler API; fs/t/k are never NULL at call sites,precision_audit,high
lua,lcode.c,1357,API00-C,FP,internal compiler API; fs/t/k are never NULL at call sites,precision_audit,high
lua,lcode.c,1357,API00-C,FP,internal compiler API; fs/t/k are never NULL at call sites,precision_audit,high
lua,lcode.c,1419,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,1443,DCL15-C,FP,binopr2op is declared l_sinline = static inline; already has static linkage,precision_audit,high
lua,lcode.c,1443,DCL19-C,FP,binopr2op is declared l_sinline = static inline; already file-scoped,precision_audit,high
lua,lcode.c,1454,DCL15-C,FP,unopr2op is declared l_sinline = static inline; already has static linkage,precision_audit,high
lua,lcode.c,1454,DCL19-C,FP,unopr2op is declared l_sinline = static inline; already file-scoped,precision_audit,high
lua,lcode.c,1463,DCL15-C,FP,binopr2TM is declared l_sinline = static inline; already has static linkage,precision_audit,high
lua,lcode.c,1463,DCL19-C,FP,binopr2TM is declared l_sinline = static inline; already file-scoped,precision_audit,high
lua,lcode.c,1475,DCL00-C,FP,advisory const-qualifying local r; not a defect,precision_audit,high
lua,lcode.c,1477,MEM30-C,FP,freeexp releases a register slot; e->u.info is an integer; no heap free,precision_audit,high
lua,lcode.c,1566,MEM33-C,FP,expdesc has no flexible array member; struct assignment is correct and intentional swap,precision_audit,high
lua,lcode.c,1643,EXP33-C,FP,im is set by isSCnumber; r2=im used only when isSCnumber returned true; provably initialized,precision_audit,high
lua,lcode.c,1679,EXP33-C,FP,im is set by isSCnumber; r2=im used only when isSCnumber returned true; provably initialized,precision_audit,high
lua,lcode.c,1698,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1698,API00-C,FP,internal compiler API; fs/e are never NULL at call sites,precision_audit,high
lua,lcode.c,1719,API00-C,FP,internal compiler API; fs/v are never NULL at call sites,precision_audit,high
lua,lcode.c,1719,API00-C,FP,internal compiler API; fs/v are never NULL at call sites,precision_audit,high
lua,lcode.c,1768,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,1770,EXP34-C,FP,previousinstruction returns pointer to code array or static variable; never NULL,precision_audit,high
lua,lcode.c,1797,MEM33-C,FP,expdesc has no flexible array member; *e1=*e2 is correct struct assignment,precision_audit,high
lua,lcode.c,1803,MEM33-C,FP,expdesc has no flexible array member; *e1=*e2 is correct struct assignment,precision_audit,high
lua,lcode.c,1808,PRE30-C,FP,"codeconcat is a function call, not a token-pasting macro; no UCN creation risk",precision_audit,high
lua,lcode.c,1869,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,1875,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,1875,DCL13-C,FP,advisory const-param; not a mandatory fix,precision_audit,high
lua,lcode.c,1876,ARR00-C,FP,pc is an internal PC index passed from code generator; not untrusted input,precision_audit,high
lua,lcode.c,1876,ARR30-C,FP,pc is an internal PC index passed from code generator; not untrusted input,precision_audit,high
lua,lcode.c,1878,INT10-C,FP,asize is a table constructor element count; always non-negative; modulo result is non-negative,precision_audit,high
lua,lcode.c,1882,ARR37-C,FP,inst is a pointer into fs->f->code array; inst+1 is valid array pointer arithmetic,precision_audit,high
lua,lcode.c,1893,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,1893,API00-C,FP,internal compiler API; integer param advisory only,precision_audit,high
lua,lcode.c,1912,DCL13-C,FP,advisory const-param on internal function parameter; not a mandatory fix,precision_audit,high
lua,lcode.c,1914,ARR00-C,FP,count is initialized to 0 by the for-loop init expression; not uninitialized,precision_audit,high
lua,lcode.c,1930,API00-C,FP,internal compiler API; fs is never NULL at call sites,precision_audit,high
lua,lcode.c,1933,INT13-C,FP,p->flag is lu_byte; bitwise ops on byte flags are intentional Lua idiom; not a defect,precision_audit,high
lua,lcode.c,1933,INT14-C,FP,p is a Proto pointer; finding misidentifies pointer-deref chain as mixed bitwise/arith on same var,precision_audit,high
lua,lcode.c,1937,ARR37-C,FP,pc = &p->code[i]; pc-1 is valid arithmetic on array element pointer,precision_audit,high
lua,lcode.c,1938,CON43-C,FP,single-threaded code generator; no concurrency; dereferencing pc in switch is not a double-fetch,precision_audit,high
lua,lcode.c,1940,INT13-C,FP,p->flag is lu_byte; bitwise flag operations are intentional Lua idiom,precision_audit,high
lua,lcode.c,1948,INT13-C,FP,p->flag is lu_byte; bitwise flag operations are intentional Lua idiom,precision_audit,high
lua,lcode.c,1953,INT13-C,FP,p->flag is lu_byte; bitwise flag operations are intentional Lua idiom,precision_audit,high
lua,lcode.c,1958,INT13-C,FP,p->flag is lu_byte; bitwise flag operations are intentional Lua idiom,precision_audit,high
lua,lstrlib.c,88,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,101,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,103,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,103,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,114,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,116,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,116,STR37-C,FP,argument already cast to unsigned char via cast_uchar macro at call site,precision_audit,high
lua,lstrlib.c,116,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,127,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,129,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,129,STR37-C,FP,argument already cast to unsigned char via cast_uchar macro at call site,precision_audit,high
lua,lstrlib.c,129,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,144,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,144,INT14-C,FP,mixed bitwise/arithmetic is intentional packed-integer manipulation,precision_audit,high
lua,lstrlib.c,144,INT14-C,FP,mixed bitwise/arithmetic is intentional packed-integer manipulation,precision_audit,high
lua,lstrlib.c,144,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,154,ARR38-C,FP,memcpy sizes validated by overflow guard at line 146; buffer pre-allocated,precision_audit,high
lua,lstrlib.c,154,EXP05-C,FP,s/sep are source args to memcpy; no const is cast away from a write target,precision_audit,high
lua,lstrlib.c,154,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,154,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,156,ARR38-C,FP,memcpy sizes validated by overflow guard at line 146; buffer pre-allocated,precision_audit,high
lua,lstrlib.c,156,EXP05-C,FP,s/sep are source args to memcpy; no const is cast away from a write target,precision_audit,high
lua,lstrlib.c,156,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,159,ARR38-C,FP,memcpy sizes validated by overflow guard at line 146; buffer pre-allocated,precision_audit,high
lua,lstrlib.c,159,EXP05-C,FP,s/sep are source args to memcpy; no const is cast away from a write target,precision_audit,high
lua,lstrlib.c,169,DCL00-C,FP,const-qualify advisory; not a defect in this context,precision_audit,high
lua,lstrlib.c,170,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,176,INT00-C,FP,guarded: posi > pose check returns early; subtraction cannot underflow,precision_audit,high
lua,lstrlib.c,179,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,190,DCL00-C,FP,const-qualify advisory; not a defect in this context,precision_audit,high
lua,lstrlib.c,192,EXP34-C,FP,pointer from luaL_checklstring/buffinitsize/prepbuffsize never NULL (OOM raises),precision_audit,high
lua,lstrlib.c,192,INT32-C,FP,"i starts at 1, minimum of i-1 is 0; no overflow possible",precision_audit,high
lua,lstrlib.c,211,API05-C,FP,Lua uses C89-style pointer params; conformant array syntax not applicable,precision_audit,high
lua,lstrlib.c,211,API05-C,FP,Lua uses C89-style pointer params; conformant array syntax not applicable,precision_audit,high
lua,lstrlib.c,217,MEM10-C,FP,advisory: centralize NULL checks; not a defect,precision_audit,high
lua,lstrlib.c,252,ARR02-C,FP,"implicit-size array with full initializer; common C idiom, not a defect",precision_audit,high
lua,lstrlib.c,267,EXP33-C,FP,variable filled by luaL_checklstring output param; sqc misses assignment,precision_audit,high
lua,lstrlib.c,283,EXP30-C,FP,function args to variadic luaL_error; luaL_typename has no stack side effects,precision_audit,high
lua,lstrlib.c,294,EXP43-C,FP,trymt params are not restrict-qualified; no restrict aliasing issue,precision_audit,high
lua,lstrlib.c,332,ARR02-C,FP,"implicit-size array with full initializer; common C idiom, not a defect",precision_audit,high
lua,lstrlib.c,388,DCL13-C,FP,const parameter advisory; function signature is part of internal API,precision_audit,high
lua,lstrlib.c,397,DCL13-C,FP,const parameter advisory; function signature is part of internal API,precision_audit,high
lua,lstrlib.c,405,DCL13-C,FP,const parameter advisory; function signature is part of internal API,precision_audit,high
lua,lstrlib.c,406,CON43-C,FP,single-threaded interpreter; no concurrency; double-fetch pattern inapplicable,precision_audit,high
lua,lstrlib.c,417,EXP30-C,FP,p++ then p in && operands; sequence point at && makes this well-defined,precision_audit,high
lua,lstrlib.c,431,STR37-C,FP,argument already cast to unsigned char via cast_uchar macro at call site,precision_audit,high
