rule,file,line,verdict,confidence,reason
MEM30-C,lib/vtls/wolfssl.c,1397,FP,high,use precedes out:-label free; not UAF
MEM30-C,lib/vtls/wolfssl.c,1421,FP,high,use precedes out:-label free; not UAF
MEM30-C,lib/vtls/wolfssl.c,1434,FP,high,wctx->ssl read in out: guard before its own free at 1435; not UAF
MEM30-C,lib/vtls/wolfssl.c,1438,FP,high,wctx->ssl_ctx read in out: guard before its own free at 1439; not UAF
MEM30-C,lib/vtls/wolfssl.c,1439,FP,high,single free of ssl_ctx; entry DEBUGASSERT(!ssl_ctx) and 1123 guard preclude prior free
EXP34-C,lib/vtls/wolfssl.c,1479,FP,high,conn_config always valid for active filter; idiomatic unchecked deref
MEM31-C,lib/vtls/wolfssl.c,1492,FP,high,bio ownership transferred to ssl via wolfSSL_set_bio at 1497; freed by ssl teardown
STR34-C,lib/vtls/wolfssl.c,1518,FP,high,"*buf='\0' is a literal null assignment to char, no sign-extension"
API00-C,lib/vtls/wolfssl.c,1530,FP,high,Curl_wssl_verify_pinned cf internal-filter param never null; matches siblings
DCL13-C,lib/vtls/wolfssl.c,1532,FP,med,wssl mutated via wssl->ssl in wolfSSL_get_peer_certificate; deref through it
EXP33-C,lib/vtls/wolfssl.c,1649,FP,high,"line 1649 is assignment result=wssl_send_earlydata(), not a use of uninit value"
MEM30-C,lib/vtls/wolfssl.c,1695,FP,high,wssl->ssl alive throughout handshake; no free precedes this read
EXP34-C,lib/vtls/wolfssl.c,1701,FP,high,conn_config always valid for active filter; idiomatic unchecked deref
MEM30-C,lib/vtls/wolfssl.c,1704,FP,high,wssl->ssl alive; cert (not ssl) is freed at 1714; spurious
MEM30-C,lib/vtls/wolfssl.c,1756,FP,high,"wssl->io_result is a CURLcode value field, never freed; spurious UAF"
MEM30-C,lib/vtls/wolfssl.c,1757,FP,high,"io_result is a value enum field, not heap; spurious UAF"
MEM30-C,lib/vtls/wolfssl.c,1762,FP,high,"io_result is a value enum field, not heap; spurious UAF"
MEM30-C,lib/vtls/wolfssl.c,1773,FP,high,wssl->ssl alive in handshake error path; no preceding free
API05-C,lib/vtls/wolfssl.c,1802,FP,high,advisory conformant-array on send buf/blen; curl convention never applies
DCL13-C,lib/vtls/wolfssl.c,1967,FP,high,wssl_close is a Curl_ssl vtable close_one impl; signature fixed by struct
DCL13-C,lib/vtls/wolfssl.c,1967,FP,high,vtable close_one impl signature fixed; const not addable
API05-C,lib/vtls/wolfssl.c,1988,FP,high,advisory conformant-array on recv buf/blen; vtable signature fixed
MSC37-C,lib/vtls/wolfssl.c,2046,TP,low,Curl_wssl_version falls off end without return if neither preprocessor branch active
API05-C,lib/vtls/wolfssl.c,2046,FP,high,advisory conformant-array on buffer/size; curl convention never applies
DCL13-C,lib/vtls/wolfssl.c,2077,FP,high,wssl_data_pending is vtable data_pending impl; signature fixed by struct
DCL13-C,lib/vtls/wolfssl.c,2093,FP,med,wssl mutated via wssl->ssl getters; matches exported-fn convention
EXP30-C,lib/vtls/wolfssl.c,2097,FP,high,"two read-only wolfSSL getters as args; no shared side effects, order irrelevant"
DCL13-C,lib/vtls/wolfssl.c,2212,FP,high,wssl_random is vtable random impl; data signature fixed by struct
API05-C,lib/vtls/wolfssl.c,2213,FP,high,advisory conformant-array on entropy/length; vtable signature fixed
API05-C,lib/vtls/wolfssl.c,2228,FP,high,advisory conformant-array on sha256 input; vtable signature fixed
API05-C,lib/vtls/wolfssl.c,2230,FP,high,advisory conformant-array on sha256sum output; vtable signature fixed
DCL13-C,lib/vtls/wolfssl.c,2242,FP,high,wssl_get_internals is vtable get_internals impl; signature fixed by struct
PRE01-C,lib/ldap.c,127,FP,high,LDAP_TRACE macro param used only in printf-style varargs; parenthesizing inapplicable
DCL13-C,lib/ldap.c,206,FP,high,"data passed to curl APIs that mutate via struct; const not addable, vtable-shaped"
MEM03-C,lib/ldap.c,256,FP,med,"passwd is borrowed conn->passwd pointer, not a local buffer to scrub here"
EXP34-C,lib/ldap.c,418,FP,high,ludp non-NULL after rc==0 guard (parse_low returns err if calloc fails)
EXP33-C,lib/ldap.c,447,FP,high,name assigned by curlx_convert before use; sqc #ifdef branch confusion
MEM30-C,lib/ldap.c,468,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,501,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,508,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,510,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,511,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,511,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,512,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,521,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,522,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,522,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,523,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,531,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,533,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,533,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,534,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,534,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,534,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,534,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,535,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,535,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,538,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,539,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,539,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,540,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
EXP34-C,lib/ldap.c,548,FP,high,val_b64 set by base64_encode and guarded by val_b64_sz>0
MEM30-C,lib/ldap.c,552,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,553,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,553,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,554,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,564,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,564,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,564,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,564,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,565,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,565,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,567,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,568,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,568,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,569,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,579,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,580,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,580,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,581,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,590,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM30-C,lib/ldap.c,594,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
MEM31-C,lib/ldap.c,594,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,595,FP,high,"error-branch frees followed by goto quit; mutually exclusive paths, not double-free/UAF"
CON03-C,lib/ldap.c,630,FP,high,do_trace is DEBUG_LDAP-only one-shot init; not a real threading concern
ERR33-C,lib/ldap.c,634,FP,med,env passed to curlx_str_number which handles parsing; DEBUG_LDAP only
CON34-C,lib/ldap.c,634,FP,high,getenv in DEBUG_LDAP trace init; not security/thread sensitive
DCL00-C,lib/ldap.c,635,FP,high,"e is modified by curlx_str_number(&env,&e,...) via pointer"
ENV30-C,lib/ldap.c,636,FP,high,"curlx_str_number advances pointer, does not modify string contents"
EXP34-C,lib/ldap.c,673,FP,high,num_entries(p) called only when *p true; p non-NULL
DCL13-C,lib/ldap.c,695,FP,high,"data passed to curl APIs that mutate via struct; const not addable, vtable-shaped"
EXP40-C,lib/ldap.c,732,FP,high,char *dn=p / *filter=p where p is char* (non-const); no const cast
STR34-C,lib/ldap.c,770,FP,high,*q++=0 write of literal / char-pointer idiom; no sign-extension bug
STR34-C,lib/ldap.c,773,FP,high,*q++=0 write of literal / char-pointer idiom; no sign-extension bug
MEM30-C,lib/ldap.c,782,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,798,FP,high,unescaped freshly allocated by Curl_urldecode then either freed or ownership-transferred
MEM30-C,lib/ldap.c,798,FP,high,unescaped freshly allocated by Curl_urldecode then either freed or ownership-transferred
MEM30-C,lib/ldap.c,806,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,806,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,809,FP,high,"unescaped freed once per loop iter (Win32); reassigned each iteration, no double free"
MEM31-C,lib/ldap.c,809,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,811,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,816,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,819,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
STR34-C,lib/ldap.c,832,FP,high,*q++=0 write of literal / char-pointer idiom; no sign-extension bug
MEM30-C,lib/ldap.c,836,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,841,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
STR34-C,lib/ldap.c,851,FP,high,*q++=0 write of literal / char-pointer idiom; no sign-extension bug
EXP40-C,lib/ldap.c,854,FP,high,char *dn=p / *filter=p where p is char* (non-const); no const cast
EXP33-C,lib/ldap.c,855,FP,high,unescaped assigned by Curl_urldecode before use; early-return on failure
MEM30-C,lib/ldap.c,861,FP,high,unescaped freshly allocated by Curl_urldecode then either freed or ownership-transferred
MEM30-C,lib/ldap.c,861,FP,high,unescaped freshly allocated by Curl_urldecode then either freed or ownership-transferred
MEM30-C,lib/ldap.c,870,FP,high,unescaped freshly allocated by Curl_urldecode then either freed or ownership-transferred
MEM30-C,lib/ldap.c,873,FP,high,"unescaped freed once per loop iter (Win32); reassigned each iteration, no double free"
MEM31-C,lib/ldap.c,873,FP,high,"per-error-branch cleanup then goto quit; branches mutually exclusive, no double free"
MEM30-C,lib/ldap.c,875,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM12-C,lib/ldap.c,896,FP,high,"lud_attrs stored in caller-owned ludp, freed by ldap_free_urldesc_low"
DCL30-C,lib/ldap.c,915,FP,high,"ludp is calloc heap allocation, not stack address"
MEM30-C,lib/ldap.c,927,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,929,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
MEM30-C,lib/ldap.c,930,FP,high,ludp/lud_attrs never freed in this fn; reads precede frees in free_urldesc loop
API05-C,lib/ldap.c,939,FP,high,advisory C99 array-param style; curl never uses it
FLP03-C,lib/ldap.c,956,FP,high,"integer division on api.ldapai_vendor_version (int), no floating point"
FLP03-C,lib/ldap.c,958,FP,high,"integer division on api.ldapai_vendor_version (int), no floating point"
MEM30-C,lib/ldap.c,966,FP,high,api fields freed once in mutually-exclusive __OS400__/else branches
MEM30-C,lib/ldap.c,968,FP,high,api fields freed once in mutually-exclusive __OS400__/else branches
MEM30-C,lib/ldap.c,968,FP,high,api fields freed once in mutually-exclusive __OS400__/else branches
DCL15-C,lib/ldap.c,1008,FP,high,Curl_scheme_ldap/ldaps referenced externally by scheme table; needs external linkage
DCL19-C,lib/ldap.c,1008,FP,high,const scheme struct with required external linkage; cannot be function-local
DCL15-C,lib/ldap.c,1024,FP,high,Curl_scheme_ldap/ldaps referenced externally by scheme table; needs external linkage
DCL19-C,lib/ldap.c,1024,FP,high,const scheme struct with required external linkage; cannot be function-local
PRE00-C,lib/ftp.c,80,FP,high,"function-like macro, simple lvalue args, no side effects; idiomatic"
PRE12-C,lib/ftp.c,80,FP,high,"macro arg is plain pointer lvalue, no multiple-eval hazard"
PRE00-C,lib/ftp.c,84,FP,high,"function-like macro, simple lvalue args, no side effects; idiomatic"
PRE12-C,lib/ftp.c,84,FP,high,"macro arg is plain pointer lvalue, no multiple-eval hazard"
ARR02-C,lib/ftp.c,88,FP,high,initializer-sized array; explicit bounds advisory only
PRE00-C,lib/ftp.c,127,FP,high,"function-like macro, simple lvalue args, no side effects; idiomatic"
PRE12-C,lib/ftp.c,127,FP,high,"macro arg is plain pointer lvalue, no multiple-eval hazard"
API02-C,lib/ftp.c,171,FP,high,pointer+separate-size already; C99 array syntax not curl convention
DCL13-C,lib/ftp.c,171,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,172,FP,high,curl never uses C99 array-param syntax; style advisory
EXP34-C,lib/ftp.c,187,FP,high,pointer guarded non-null on this path / callee NULL-safe
DCL13-C,lib/ftp.c,207,TP,low,static helper never writes through ftp; const addable
MEM30-C,lib/ftp.c,221,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,221,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,221,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,226,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,231,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,242,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
STR34-C,lib/ftp.c,245,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,245,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
ARR01-C,lib/ftp.c,249,FP,high,"sizeof(*ss) is full struct type, not decayed array"
MEM30-C,lib/ftp.c,249,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,250,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,268,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
STR34-C,lib/ftp.c,268,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
ARR01-C,lib/ftp.c,275,FP,high,"sizeof(*ss) is full struct type, not decayed array"
MEM12-C,lib/ftp.c,277,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
MEM30-C,lib/ftp.c,281,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
STR34-C,lib/ftp.c,282,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,282,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
MEM30-C,lib/ftp.c,292,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,304,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM12-C,lib/ftp.c,313,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
MEM30-C,lib/ftp.c,318,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP20-C,lib/ftp.c,329,FP,high,idiomatic !strncmp/!memcmp or correct ==1 inet_pton test
MEM30-C,lib/ftp.c,329,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM12-C,lib/ftp.c,336,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
DCL13-C,lib/ftp.c,345,TP,low,static non-vtable helper only reads ftpc->transfertype
DCL13-C,lib/ftp.c,373,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,374,FP,high,curl never uses C99 array-param syntax; style advisory
ARR36-C,lib/ftp.c,421,FP,high,"blen is size_t, not pointer; chunk_len within same buffer"
DCL13-C,lib/ftp.c,459,FP,high,param flows to mutating callee or vtable-locked signature
EXP34-C,lib/ftp.c,471,FP,high,pointer guarded non-null on this path / callee NULL-safe
INT13-C,lib/ftp.c,491,FP,high,idiomatic flag bit-test on socket select mask
EXP33-C,lib/ftp.c,510,FP,high,variable written by callee via out-param before use
DCL13-C,lib/ftp.c,575,FP,high,param flows to mutating callee or vtable-locked signature
DCL13-C,lib/ftp.c,575,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,576,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,576,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,594,FP,high,curl never uses C99 array-param syntax; style advisory
EXP33-C,lib/ftp.c,603,FP,high,variable written by callee via out-param before use
API05-C,lib/ftp.c,633,FP,high,curl never uses C99 array-param syntax; style advisory
DCL13-C,lib/ftp.c,741,FP,high,param flows to mutating callee or vtable-locked signature
CON34-C,lib/ftp.c,757,FP,high,"debug-only getenv, advisory; not a concurrency bug here"
DCL13-C,lib/ftp.c,803,TP,low,pathlen() static helper only reads ftpc->dirs
ARR00-C,lib/ftp.c,807,FP,high,index bounded by DEBUGASSERT/guard or within buffer
DCL13-C,lib/ftp.c,810,TP,low,pathpiece() static helper only reads ftpc fields
MSC04-C,lib/ftp.c,823,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
EXP30-C,lib/ftp.c,856,FP,high,args are pure reads of distinct fields; no unsequenced modification
DCL13-C,lib/ftp.c,882,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,883,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,885,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,886,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,887,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,888,FP,high,curl never uses C99 array-param syntax; style advisory
STR34-C,lib/ftp.c,902,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
ARR00-C,lib/ftp.c,914,FP,high,index bounded by DEBUGASSERT/guard or within buffer
EXP20-C,lib/ftp.c,934,FP,high,idiomatic !strncmp/!memcmp or correct ==1 inet_pton test
EXP36-C,lib/ftp.c,973,FP,high,idiomatic void* meta round-trip; alignment preserved
STR31-C,lib/ftp.c,979,FP,high,explicit NUL written immediately after memcpy
EXP34-C,lib/ftp.c,979,FP,high,pointer guarded non-null on this path / callee NULL-safe
ARR30-C,lib/ftp.c,980,FP,high,index bounds-checked before access / loop bounded by source
CON43-C,lib/ftp.c,983,FP,high,"switch on function return value, no shared double-fetch"
STR31-C,lib/ftp.c,991,FP,high,explicit NUL written immediately after memcpy
ARR30-C,lib/ftp.c,992,FP,high,index bounds-checked before access / loop bounded by source
STR34-C,lib/ftp.c,993,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,998,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
DCL13-C,lib/ftp.c,1015,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,1018,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,1019,FP,high,curl never uses C99 array-param syntax; style advisory
ARR01-C,lib/ftp.c,1030,FP,high,"sizeof(*ss) is full struct type, not decayed array"
STR34-C,lib/ftp.c,1049,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
DCL13-C,lib/ftp.c,1058,FP,high,param flows to mutating callee or vtable-locked signature
FIO42-C,lib/ftp.c,1092,FP,high,"'result' is a CURLcode, not a file descriptor"
DCL30-C,lib/ftp.c,1109,FP,high,"pointer set to heap/list element, not stack local"
DCL13-C,lib/ftp.c,1119,FP,high,param flows to mutating callee or vtable-locked signature
EXP34-C,lib/ftp.c,1137,FP,high,pointer guarded non-null on this path / callee NULL-safe
POS02-C,lib/ftp.c,1147,FP,high,curl is not setuid; no privilege to drop
ARR01-C,lib/ftp.c,1156,FP,high,"sizeof(*ss) is full struct type, not decayed array"
ARR01-C,lib/ftp.c,1185,FP,high,"sizeof(*ss) is full struct type, not decayed array"
POS02-C,lib/ftp.c,1203,FP,high,curl is not setuid; no privilege to drop
DCL13-C,lib/ftp.c,1218,FP,high,param flows to mutating callee or vtable-locked signature
ARR02-C,lib/ftp.c,1222,FP,high,initializer-sized array; explicit bounds advisory only
ARR02-C,lib/ftp.c,1222,FP,high,initializer-sized array; explicit bounds advisory only
DCL00-C,lib/ftp.c,1228,FP,high,variable is written via Curl_printable_address
MEM05-C,lib/ftp.c,1228,FP,high,"compile-time-constant array size, not a VLA"
MEM05-C,lib/ftp.c,1290,FP,high,"compile-time-constant array size, not a VLA"
ARR30-C,lib/ftp.c,1295,FP,high,index bounds-checked before access / loop bounded by source
STR34-C,lib/ftp.c,1297,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
MEM33-C,lib/ftp.c,1299,FP,high,"*dest=*source is char assignment, not flexible-array struct"
STR34-C,lib/ftp.c,1299,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,1299,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,1299,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,1303,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
INT08-C,lib/ftp.c,1304,FP,high,port shift cast to int; no overflow
ENV01-C,lib/ftp.c,1338,FP,high,buffer bounds-checked against length before copy
EXP33-C,lib/ftp.c,1349,FP,high,variable written by callee via out-param before use
EXP34-C,lib/ftp.c,1369,FP,high,pointer guarded non-null on this path / callee NULL-safe
EXP34-C,lib/ftp.c,1379,FP,high,pointer guarded non-null on this path / callee NULL-safe
MEM12-C,lib/ftp.c,1409,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
ARR02-C,lib/ftp.c,1431,FP,high,initializer-sized array; explicit bounds advisory only
ARR02-C,lib/ftp.c,1431,FP,high,initializer-sized array; explicit bounds advisory only
MSC04-C,lib/ftp.c,1459,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1500,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1521,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
DCL13-C,lib/ftp.c,1543,FP,high,param flows to mutating callee or vtable-locked signature
STR34-C,lib/ftp.c,1571,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,1571,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
MSC04-C,lib/ftp.c,1599,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1607,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1615,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1623,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MSC04-C,lib/ftp.c,1656,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
MEM05-C,lib/ftp.c,1730,FP,high,"compile-time-constant array size, not a VLA"
EXP33-C,lib/ftp.c,1730,FP,high,variable written by callee via out-param before use
INT18-C,lib/ftp.c,1795,FP,high,"compared variable is signed curl_off_t, not unsigned"
MSC04-C,lib/ftp.c,1861,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
INT18-C,lib/ftp.c,1933,FP,high,"compared variable is signed curl_off_t, not unsigned"
STR34-C,lib/ftp.c,2023,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
EXP33-C,lib/ftp.c,2027,FP,high,variable written by callee via out-param before use
STR34-C,lib/ftp.c,2028,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,2032,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
STR34-C,lib/ftp.c,2079,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
MEM31-C,lib/ftp.c,2086,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2095,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2120,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2129,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2143,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2147,FP,high,freed on error label / ownership transferred to dtor; no leak
EXP33-C,lib/ftp.c,2162,FP,high,variable written by callee via out-param before use
EXP33-C,lib/ftp.c,2172,FP,high,variable written by callee via out-param before use
MEM31-C,lib/ftp.c,2174,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM30-C,lib/ftp.c,2186,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2186,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2191,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2195,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM31-C,lib/ftp.c,2197,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM30-C,lib/ftp.c,2208,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
