project,file,line,rule,verdict,reason
pureftpd,src/log_pgsql.c,228,MSC17-C,TP,"case '""': (line 228) executes `*target++ = '\\';` (line 229) and then falls through into `default:` (line 230) without a break, return, or a fall-through comment; this is a genuine, uncommented fallthrough matching the rule's definition (the earlier case '\\': -> case '""': grouping at line 227 is an empty label-to-label fallthrough and not what's being flagged here)."
pureftpd,src/log_pgsql.c,229,STR34-C,FP,"`*target++ = '\\';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,231,STR34-C,FP,`*target++` at column 13 is the LHS write target of `*target++ = *source;`; a write is not a widening conversion.
pureftpd,src/log_pgsql.c,231,STR34-C,FP,"`*source` (column 25) is char and is assigned to `*target` which is also char, not a larger type; no widening conversion occurs despite the message claiming one."
pureftpd,src/log_pgsql.c,231,STR34-C,FP,"Duplicate firing of the same false-positive pattern for `*source` at column 25: char-to-char assignment, no sign extension."
pureftpd,src/log_pgsql.c,236,STR34-C,FP,`*target = 0;` writes the integer literal 0 (narrowed to char) into the pointee; not a widening read.
pureftpd,src/log_pgsql.c,248,MEM10-C,TP,"`if (from == NULL) { return NULL; }` is a direct ad hoc NULL check rather than a dedicated validation function, which is exactly the pattern this (low-severity, stylistic) rule looks for."
pureftpd,src/log_pgsql.c,253,ERR33-C,FP,The malloc call and its NULL check are combined on the same line/statement: `if ((to = malloc(to_len)) == NULL) { return NULL; }`. The result is checked immediately; the rule fails to recognize the check because it's embedded in the if-condition rather than a separate statement.
pureftpd,src/log_pgsql.c,253,MEM02-C,TP,"`to = malloc(to_len)` genuinely has no explicit cast to `char *`, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,253,ERR00-C,FP,Same as the ERR33-C finding at this line: the malloc result is checked for NULL in the very same if-condition.
pureftpd,src/log_pgsql.c,253,MEM04-C,FP,"to_len = from_len * 2U + 1U, so to_len is always >= 1 and can never be zero; the zero-size concern does not apply."
pureftpd,src/log_pgsql.c,253,MEM06-C,TP,"This is pw_pgsql_escape_conninfo's malloc; it is called from pw_pgsql_connect (lines 279-282) to escape the SQL server password (`pw`) among other fields, so this buffer can genuinely hold the plaintext DB credential without being mlock'd/zeroed, matching the rule's concern about sensitive data reaching swap/core dumps."
pureftpd,src/log_pgsql.c,259,STR34-C,FP,`*to++ = 0;` inside the infinite defensive wipe loop writes the literal 0 to the pointee; a write is not a widening read.
pureftpd,src/log_pgsql.c,259,ARR37-C,FP,"`to` is a heap buffer used via pointer increment as the standard array-walk idiom, not a pointer-to-single-object misuse."
pureftpd,src/log_pgsql.c,262,ARR30-C,FP,"The guard at line 257 (`if (tolen >= to_len) { infinite loop }`) ensures line 262 (`to[tolen] = 0;`) is only reached when tolen < to_len, the actual malloc'd size, so the access is in-bounds."
pureftpd,src/log_pgsql.c,262,ARR37-C,FP,"`to` is a heap buffer from malloc(to_len) used as an array via subscript, the standard idiom for a dynamically allocated buffer."
pureftpd,src/log_pgsql.c,262,EXP34-C,FP,`to` was checked for NULL immediately after malloc at line 253 (`if ((to = malloc(to_len)) == NULL) { return NULL; }`); by line 262 it is guaranteed non-NULL.
pureftpd,src/log_pgsql.c,264,DCL30-C,FP,"`to` holds a heap address from malloc(), not automatic storage; returning it is a valid heap-pointer return."
pureftpd,src/log_pgsql.c,264,ARR00-C,FP,`to` is not a local array; it is a pointer to malloc'd heap memory that remains valid after return.
pureftpd,src/log_pgsql.c,267,DCL05-C,FP,"In libpq, `PGconn` is `typedef struct pg_conn PGconn;` -- a typedef of a struct type, not of a pointer type. Code declaring `PGconn *id_sql_server` is an ordinary, unambiguous pointer declaration and does not exhibit the 'typedef hides pointer-ness' problem DCL05-C actually targets."
pureftpd,src/log_pgsql.c,271,MSC13-C,TP,"escaped_server's `= NULL` initializer is unconditionally overwritten by the very first operand of the `||` chain at line 279 before it is ever read anywhere, making the initial assignment genuinely dead."
pureftpd,src/log_pgsql.c,272,MSC13-C,FP,"escaped_db's `= NULL` initializer IS read: if the earlier escaped_server assignment in the `||` chain fails, short-circuit evaluation skips escaped_db's assignment entirely, leaving it NULL, and that NULL value is subsequently read/used by `free(escaped_db)` in the bye: cleanup path."
pureftpd,src/log_pgsql.c,273,MSC13-C,FP,"Same reasoning as escaped_db: short-circuiting of the `||` chain can leave escaped_user at its initial NULL, which is then read by `free(escaped_user)` in the cleanup path."
pureftpd,src/log_pgsql.c,274,MSC13-C,FP,"Same reasoning: short-circuiting of the `||` chain can leave escaped_pw at its initial NULL, which is then read by `free(escaped_pw)` in the cleanup path."
pureftpd,src/log_pgsql.c,280,EXP02-C,FP,"This is the standard, intentional 'assign-and-check-or-bail' idiom: all four escaped_* variables are pre-initialized to NULL and unconditionally free()'d at bye:, so skipping later assignments via short-circuit is safe and by design, not a bug."
pureftpd,src/log_pgsql.c,281,EXP02-C,FP,Same intentional short-circuit chain as line 280; escaped_user is pre-initialized NULL and safely freed either way.
pureftpd,src/log_pgsql.c,282,EXP02-C,FP,Same intentional short-circuit chain as line 280; escaped_pw is pre-initialized NULL and safely freed either way.
pureftpd,src/log_pgsql.c,290,EXP34-C,FP,"escaped_server is only reachable at line 290 if the `||` guard at lines 279-282 did not goto bye, which requires escaped_server != NULL; the value is guaranteed non-NULL here."
pureftpd,src/log_pgsql.c,290,EXP34-C,FP,escaped_db is guaranteed non-NULL by the same guard chain (lines 279-282) before line 290 is reached.
pureftpd,src/log_pgsql.c,291,EXP34-C,FP,escaped_user is guaranteed non-NULL by the guard chain (lines 279-282) before line 291 is reached.
pureftpd,src/log_pgsql.c,291,EXP34-C,FP,escaped_pw is guaranteed non-NULL by the guard chain (lines 279-282) before line 291 is reached.
pureftpd,src/log_pgsql.c,292,ERR33-C,FP,The malloc and its NULL check are on the same line: `if ((conninfo = malloc(sizeof_conninfo)) == NULL) { goto bye; }`; the result is checked immediately.
pureftpd,src/log_pgsql.c,292,MEM02-C,TP,"`conninfo = malloc(sizeof_conninfo)` has no explicit cast, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,292,ERR00-C,FP,Same as the ERR33-C finding: the malloc result is checked for NULL in the same if-condition.
pureftpd,src/log_pgsql.c,292,MEM06-C,TP,"conninfo is built via snprintf using the literal format `password='%s'` with the escaped DB password embedded directly (line 295-298), so this malloc'd buffer genuinely holds the plaintext SQL password without mlock/zeroization."
pureftpd,src/log_pgsql.c,295,PRE31-C,FP,"SNCHECK is defined (mysnprintf.h) as `((CALL) >= (int)(SIZE))` or `((CALL) < 0)`; each definition substitutes CALL exactly once, so the wrapped snprintf() call is evaluated exactly one time, not multiple times -- no double-evaluation side-effect issue exists."
pureftpd,src/log_pgsql.c,295,STR03-C,FP,"The snprintf's return value is immediately validated for truncation via the enclosing SNCHECK(..., sizeof_conninfo) check, which goto's bye on truncation; length validation is present."
pureftpd,src/log_pgsql.c,322,DCL05-C,FP,"PGconn is a struct typedef in libpq (`typedef struct pg_conn PGconn;`), not a pointer typedef; `PGconn *` is an ordinary, unambiguous pointer declaration."
pureftpd,src/log_pgsql.c,325,DCL05-C,FP,"PGresult is likewise a struct typedef in libpq (`typedef struct pg_result PGresult;`), not a pointer typedef; `PGresult *result` is an ordinary pointer declaration."
pureftpd,src/log_pgsql.c,339,DCL05-C,FP,"Same as the other PGconn findings: PGconn is a struct typedef, not a pointer typedef."
pureftpd,src/log_pgsql.c,341,INT01-C,FP,"The parameter `const char * const account` is an account-name string, not a size at all; the rule's size-parameter heuristic misfires on the name."
pureftpd,src/log_pgsql.c,347,DCL05-C,FP,"Same as the other PGresult finding: PGresult is a struct typedef, not a pointer typedef."
pureftpd,src/log_pgsql.c,350,ENV01-C,FP,"`char query[PGSQL_MAX_REQUEST_LENGTH];` has no relationship to any environment variable; the file contains no getenv() call at all, so the rule's concern does not apply."
pureftpd,src/log_pgsql.c,370,EXP02-C,FP,"This is the intentional guard idiom: `answer` is pre-initialized NULL, and if `length <= 1` short-circuits before the malloc, answer correctly remains NULL and the code goes to bye; there is no unintended side-effect loss."
pureftpd,src/log_pgsql.c,370,ERR33-C,FP,The malloc result is checked in the same combined if-condition (`... || (answer = malloc(length)) == NULL) { goto bye; }`); the check is present.
pureftpd,src/log_pgsql.c,370,MEM02-C,TP,"`answer = malloc(length)` has no explicit cast, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,370,ERR00-C,FP,Same as the ERR33-C finding: the malloc result is checked for NULL in the combined if-condition.
pureftpd,src/log_pgsql.c,370,MEM04-C,FP,"Short-circuit evaluation means malloc(length) is only ever called when the preceding `length <= 1` check is false, i.e. only when length > 1; the zero-size concern cannot occur here."
pureftpd,src/log_pgsql.c,370,MEM06-C,TP,"pw_pgsql_getquery's `answer` buffer is used (via the sqlreq_getpw query) to return the account's stored password hash (`spwd`), a genuinely sensitive credential, without mlock/zeroization."
pureftpd,src/log_pgsql.c,373,API07-C,FP,The very next line (374) explicitly null-terminates the buffer: `answer[length - 1] = 0;`. The missing-termination concern the rule raises is already handled.
pureftpd,src/log_pgsql.c,373,STR03-C,FP,"`length` is computed directly from PQgetlength() of the actual source data plus 1, so the strncpy copies exactly the source's length with no arbitrary truncation of real data."
pureftpd,src/log_pgsql.c,374,ARR37-C,FP,"`answer` is a heap buffer from malloc(length) used via subscript as an array, the standard idiom for a dynamically allocated buffer."
pureftpd,src/log_pgsql.c,374,EXP34-C,FP,The guard at lines 369-371 (`length <= 1 || (answer = malloc(length)) == NULL) { goto bye; }`) guarantees answer is non-NULL by the time line 374 executes.
pureftpd,src/log_pgsql.c,381,DCL30-C,FP,"`answer` holds a heap address from malloc(), not automatic storage; returning it is a valid heap-pointer return."
pureftpd,src/log_pgsql.c,381,ARR00-C,FP,`answer` is not a local array; it is a pointer to malloc'd heap memory that remains valid after return.
pureftpd,src/log_pgsql.c,384,API00-C,TP,"pw_pgsql_check dereferences `result` (e.g. `result->auth_ok = 0;` at line 420) with no NULL check on the parameter beforehand, matching the rule's validation-before-use definition."
pureftpd,src/log_pgsql.c,384,API00-C,TP,"`password` is dereferenced/used (e.g. `*password != 0`, `strlen(password)`, `crypt(password, spwd)`) without any prior NULL check."
pureftpd,src/log_pgsql.c,384,API00-C,TP,"`sa` is dereferenced via `getnameinfo((const struct sockaddr *) sa, STORAGE_LEN(*sa), ...)` at line 424 without any prior NULL check."
pureftpd,src/log_pgsql.c,384,API00-C,TP,`peer` is dereferenced via `STORAGE_FAMILY(*peer)` and getnameinfo() without any prior NULL check.
pureftpd,src/log_pgsql.c,385,INT01-C,FP,"`account` is a `const char *` string parameter, not a size; same heuristic misfire as the earlier INT01-C finding at line 341."
pureftpd,src/log_pgsql.c,389,DCL05-C,FP,"PGconn is a struct typedef, not a pointer typedef; same reasoning as the other PGconn findings."
pureftpd,src/log_pgsql.c,411,MEM03-C,FP,"scrambled_password is declared, initialized to NULL, and only ever passed to free() at the end of the function (line 659); it is never assigned or written to anywhere in pw_pgsql_check, so no sensitive data is ever actually stored in it to clear."
pureftpd,src/log_pgsql.c,413,DCL04-C,TP,"`int crypto_argon2 = 0, crypto_scrypt = 0, crypto_crypt = 0, crypto_plain = 0;` declares 4 variables in a single declaration, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,414,MSC13-C,TP,"decimal_ip_num's `= 0UL` initializer is dead on every path: if peer's family is not AF_INET it is never used at all, and if it is AF_INET it is unconditionally overwritten at line 436 before any use."
pureftpd,src/log_pgsql.c,415,DCL06-C,TP,"`char decimal_ip[42];` uses the unnamed literal 42 with no symbolic constant, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,416,ENV01-C,FP,"`char hbuf[NI_MAXHOST];` is used for getnameinfo() output, not any environment variable; the file contains no getenv() call."
pureftpd,src/log_pgsql.c,417,ENV01-C,FP,"`char pbuf[NI_MAXSERV];` is used for getnameinfo() output, not any environment variable."
pureftpd,src/log_pgsql.c,418,ENV01-C,FP,"`char phbuf[NI_MAXHOST];` is used for getnameinfo() output, not any environment variable."
pureftpd,src/log_pgsql.c,424,EXP10-C,FP,"STORAGE_LEN(X) is a pure field-access macro (e.g. `((X).ss_len)`), not a function call, on every platform variant in ftpd.h; the getnameinfo() statement contains only one real function call, not two, so there is no unsequenced-side-effect hazard."
pureftpd,src/log_pgsql.c,427,EXP10-C,FP,"Same reasoning as line 424: STORAGE_LEN(*peer) is a macro field access, not a function call, so this getnameinfo() statement has only one real function call."
pureftpd,src/log_pgsql.c,432,EXP33-C,FP,"`*decimal_ip = 0;` is a write to decimal_ip[0] (initializing the array as an empty string), not a read of its uninitialized contents; the rule misclassifies a write as a use-before-init read."
pureftpd,src/log_pgsql.c,434,DCL05-C,FP,Line 434 (`const unsigned char *decimal_ip_raw = (const unsigned char *) &(STORAGE_SIN_ADDR(*peer));`) is not a function pointer declaration at all; the rule misfires on this cast/pointer declaration.
pureftpd,src/log_pgsql.c,436,DCL06-C,TP,"The shift amount 24 in `decimal_ip_raw[0] << 24` is an unnamed numeric literal with no symbolic constant, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,437,DCL06-C,TP,"The shift amount 16 in `decimal_ip_raw[1] << 16` is an unnamed numeric literal with no symbolic constant, matching the rule's literal definition."
pureftpd,src/log_pgsql.c,438,EXP14-C,TP,"`decimal_ip_raw[2] << 8` shifts an unsigned char (promoted to plain int, not explicitly cast to a wider type as the neighboring bytes on lines 436-437 are), which is a real (if largely theoretical on modern 32-bit-int platforms) portability/promotion hazard matching the rule and inconsistent with the surrounding code's explicit casts."
pureftpd,src/log_pgsql.c,439,PRE31-C,FP,"Same as the other SNCHECK finding: the macro substitutes its CALL argument exactly once per definition branch, so the snprintf() side effect is evaluated only once."
pureftpd,src/log_pgsql.c,439,STR03-C,FP,"The snprintf's return value is immediately validated for truncation via the enclosing SNCHECK(..., sizeof decimal_ip) check, which goto's bye on truncation."
pureftpd,src/log_pgsql.c,439,EXP05-C,FP,"`decimal_ip` is declared `char decimal_ip[42];` -- a plain, non-const local array; it was never const-qualified, so nothing is 'cast away' by passing it to snprintf."
pureftpd,src/log_pgsql.c,471,EXP34-C,FP,escaped_account was assigned and checked for NULL at line 447 (`if ((escaped_account = pw_pgsql_escape_string(...)) == NULL) { goto bye; }`); by line 471 it is guaranteed non-NULL.
pureftpd,src/log_pgsql.c,471,EXP34-C,FP,escaped_ip was assigned and checked for NULL at line 451; by line 471 it is guaranteed non-NULL.
pureftpd,src/log_pgsql.c,472,EXP34-C,FP,escaped_port is set via pw_pgsql_escape_string() at line 455 and explicitly checked with `== NULL) goto bye;` before this call; it cannot be NULL here.
pureftpd,src/log_pgsql.c,472,EXP34-C,FP,escaped_peer_ip is set at line 459 and null-checked with `goto bye` before this call; it cannot be NULL here.
pureftpd,src/log_pgsql.c,473,EXP34-C,FP,escaped_decimal_ip is set at line 463 and null-checked with `goto bye` before this call; it cannot be NULL here.
pureftpd,src/log_pgsql.c,477,MEM31-C,FP,"uid is freed at the `bye:` label (line 652-654, guarded by `uid != sql_default_uid`), which is reached on every exit path from this function including this allocation's; it is not actually leaked."
pureftpd,src/log_pgsql.c,478,EXP34-C,FP,escaped_account is set at line 447 and null-checked with `goto bye` before this call; it cannot be NULL here.
pureftpd,src/log_pgsql.c,478,EXP34-C,FP,escaped_ip is set at line 451 and null-checked with `goto bye` before this call; it cannot be NULL here.
pureftpd,src/log_pgsql.c,479,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL at this call site.
pureftpd,src/log_pgsql.c,479,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL at this call site.
pureftpd,src/log_pgsql.c,480,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL at this call site.
pureftpd,src/log_pgsql.c,486,MEM31-C,FP,"gid is freed at the `bye:` label (line 655-657, guarded by `gid != sql_default_gid`), which is reached on every exit path; it is not actually leaked."
pureftpd,src/log_pgsql.c,487,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,487,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,488,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,488,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,489,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,495,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,495,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,496,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,496,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,497,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,532,MSC13-C,FP,"crypted is read on the very success path via `pure_strcmp(crypted, spwd)` in the same && expression; only the short-circuited failure branch (crypt() returning NULL) leaves it unread, which is a normal guarded-assignment idiom, not a genuine dead store."
pureftpd,src/log_pgsql.c,533,EXP34-C,FP,"spwd is the return value of pw_pgsql_getquery() at line 470, explicitly null-checked with `goto bye` before this point; it cannot be NULL when passed to pure_strcmp here."
pureftpd,src/log_pgsql.c,539,EXP34-C,FP,spwd was already null-checked with `goto bye` earlier in the function; it cannot be NULL when passed to pure_strcmp here.
pureftpd,src/log_pgsql.c,545,MSC07-C,FP,"The `auth_ok:` label at line 545 is a valid jump target reached via `goto auth_ok` from lines 517, 525, 534 and 540; it is not unreachable, just a standard goto/label pattern the rule fails to trace across the earlier gotos."
pureftpd,src/log_pgsql.c,550,ERR01-C,TP,"strtoul(uid, NULL, 10) can set errno=ERANGE on overflow and errno is never reset or checked, matching the rule literally."
pureftpd,src/log_pgsql.c,550,ERR30-C,TP,"The in-band strtoul() call is made without resetting errno=0 first, matching the rule's literal requirement."
pureftpd,src/log_pgsql.c,554,EXP34-C,FP,"`(pw = getpwnam(uid)) == NULL || pw->pw_uid <= 0` uses short-circuit `||`, so `pw->pw_uid` is only evaluated when pw is non-NULL; the member access is safe."
pureftpd,src/log_pgsql.c,559,ERR01-C,TP,"strtoul(gid, NULL, 10) can set errno=ERANGE on overflow and errno is never reset or checked, matching the rule literally."
pureftpd,src/log_pgsql.c,559,ERR30-C,TP,"The in-band strtoul() call is made without resetting errno=0 first, matching the rule's literal requirement."
pureftpd,src/log_pgsql.c,563,EXP34-C,FP,"`(gr = getgrnam(gid)) == NULL || gr->gr_gid <= 0` uses short-circuit `||`, so `gr->gr_gid` is only evaluated when gr is non-NULL; the member access is safe."
pureftpd,src/log_pgsql.c,572,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,572,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,573,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,573,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,574,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,575,ERR33-C,TP,"strtoull(sqta_fs, NULL, 10) is on this rule's own checked-function list; its return value is only compared to 0, never checked for the ULLONG_MAX/errno==ERANGE error indication, matching the rule literally."
pureftpd,src/log_pgsql.c,575,ERR01-C,TP,strtoull() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,575,ERR30-C,TP,The in-band strtoull() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,583,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,583,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,584,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,584,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,585,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,586,ERR33-C,TP,"strtoull(sqta_sz, NULL, 10)'s return value is only compared to 0, never checked for the error indication (ULLONG_MAX/errno==ERANGE), matching the rule literally."
pureftpd,src/log_pgsql.c,586,ERR01-C,TP,strtoull() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,586,ERR30-C,TP,The in-band strtoull() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,589,INT30-C,TP,`q * (1024UL * 1024UL)` (q is unsigned long long) has no overflow guard such as `if (a > MAX/b)`; a real unchecked unsigned multiplication.
pureftpd,src/log_pgsql.c,589,DCL06-C,TP,"1024UL literally appears 4 times in this function (twice here, once at 626, once at 637) with no symbolic constant, a real repeated magic number."
pureftpd,src/log_pgsql.c,596,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,596,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,597,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,597,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,598,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,599,ERR33-C,TP,"strtoul(ratio_ul, NULL, 10)'s return value is only compared to 0, never checked for the error indication, matching the rule literally."
pureftpd,src/log_pgsql.c,599,ERR01-C,TP,strtoul() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,599,ERR30-C,TP,The in-band strtoul() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,607,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,607,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,608,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,608,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,609,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,610,ERR33-C,TP,"strtoul(ratio_dl, NULL, 10)'s return value is only compared to 0, never checked for the error indication, matching the rule literally."
pureftpd,src/log_pgsql.c,610,ERR01-C,TP,strtoul() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,610,ERR30-C,TP,The in-band strtoul() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,620,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,620,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,621,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,621,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,622,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,623,ERR33-C,TP,"strtoul(bandwidth_ul, NULL, 10)'s return value is only compared to 0, never checked for the error indication, matching the rule literally."
pureftpd,src/log_pgsql.c,623,ERR01-C,TP,strtoul() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,623,ERR30-C,TP,The in-band strtoul() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,626,INT30-C,TP,`q * 1024UL` (q is unsigned long) has no overflow guard; a real unchecked unsigned multiplication.
pureftpd,src/log_pgsql.c,631,EXP34-C,FP,escaped_account was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,631,EXP34-C,FP,escaped_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,632,EXP34-C,FP,escaped_port was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,632,EXP34-C,FP,escaped_peer_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,633,EXP34-C,FP,escaped_decimal_ip was already null-checked with `goto bye` earlier in the same function; it cannot be NULL here.
pureftpd,src/log_pgsql.c,634,ERR33-C,TP,"strtoul(bandwidth_dl, NULL, 10)'s return value is only compared to 0, never checked for the error indication, matching the rule literally."
pureftpd,src/log_pgsql.c,634,ERR01-C,TP,strtoul() can set errno on overflow and errno is never reset or checked here.
pureftpd,src/log_pgsql.c,634,ERR30-C,TP,The in-band strtoul() call is made without resetting errno=0 first.
pureftpd,src/log_pgsql.c,637,INT30-C,TP,`q * 1024UL` (q is unsigned long) has no overflow guard; a real unchecked unsigned multiplication.
pureftpd,src/log_pgsql.c,651,EXP05-C,FP,"spwd is declared `const char *` purely to prevent accidental in-function mutation of the heap buffer returned by pw_pgsql_getquery(); the `(void *)` cast is used only to call free(), which deallocates but never writes through the pointer, so no const object is actually modified."
pureftpd,src/log_pgsql.c,653,EXP05-C,FP,"uid is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,656,EXP05-C,FP,"gid is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,658,EXP05-C,FP,"dir is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,659,MEM03-C,FP,"scrambled_password is declared at line 411, initialized to NULL, and never assigned any value anywhere in this function (grep confirms only the declaration and this free()); there is no sensitive data ever stored in it to clear."
pureftpd,src/log_pgsql.c,661,EXP05-C,FP,"sqta_fs is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,662,EXP05-C,FP,"sqta_sz is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,665,EXP05-C,FP,"ratio_ul is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,666,EXP05-C,FP,"ratio_dl is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
